dim_year,dim_month,dim_hour,dim_user,trip_count,duration_sum,duration_avg
2022,3,2,Casual Member,442,500126,1131.51
2022,3,3,Annual Member,356,206078,578.87
2022,3,3,Casual Member,293,524273,1789.33
2022,3,4,Annual Member,259,158332,611.32
2022,3,4,Casual Member,224,229125,1022.88
2022,3,5,Annual Member,587,292018,497.48
2022,3,5,Casual Member,298,277025,929.61
2022,3,6,Annual Member,1721,916289,532.42
2022,3,6,Casual Member,690,495874,718.66
2022,3,7,Annual Member,3836,2676131,697.64
2022,3,7,Casual Member,1471,1206259,820.03
2022,3,8,Annual Member,5975,3969012,664.27
2022,3,8,Casual Member,2628,2159734,821.82
2022,3,9,Annual Member,4618,2796308,605.52
2022,3,9,Casual Member,2120,2424938,1143.84
2022,3,10,Annual Member,3745,2296462,613.21
2022,3,10,Casual Member,2035,1797623,883.35
2022,3,11,Annual Member,4302,2651810,616.41
2022,3,11,Casual Member,2460,2923669,1188.48
2022,3,12,Annual Member,5322,3241229,609.02
2022,3,12,Casual Member,3439,4827569,1403.77
2022,3,13,Annual Member,5243,3299933,629.40
2022,3,13,Casual Member,3953,5180958,1310.64
2022,3,14,Annual Member,5473,3646496,666.27
2022,3,14,Casual Member,4183,4596895,1098.95
2022,3,15,Annual Member,6280,4038452,643.07
2022,3,15,Casual Member,4402,5908487,1342.23
2022,3,16,Annual Member,7388,4882023,660.80
2022,3,16,Casual Member,5124,6511395,1270.76
2022,3,17,Annual Member,9566,6531266,682.76
2022,3,17,Casual Member,6134,7817803,1274.50
2022,3,18,Annual Member,8365,5611164,670.79
2022,3,18,Casual Member,5603,7183817,1282.14
2022,3,19,Annual Member,6087,3824423,628.29
2022,3,19,Casual Member,4283,4069224,950.09
2022,3,20,Annual Member,4201,2600482,619.01
2022,3,20,Casual Member,2678,2662319,994.14
2022,3,21,Annual Member,3097,1904402,614.92
2022,3,21,Casual Member,2090,2138598,1023.25
2022,3,22,Annual Member,2489,1546686,621.41
2022,3,22,Casual Member,1614,2014946,1248.42
2022,3,23,Annual Member,1834,1129668,615.96
2022,3,23,Casual Member,1176,1060323,901.64
2022,4,0,Annual Member,1552,1009781,650.63
2022,4,0,Casual Member,1615,1891962,1171.49
2022,4,1,Annual Member,1036,660014,637.08
2022,4,1,Casual Member,1132,1442748,1274.51
2022,4,2,Annual Member,766,498436,650.70
2022,4,2,Casual Member,1031,1266712,1228.62
2022,4,3,Annual Member,425,375228,882.89
2022,4,3,Casual Member,554,623922,1126.21
2022,4,4,Annual Member,361,239308,662.90
2022,4,4,Casual Member,334,320388,959.25
2022,4,5,Annual Member,733,369878,504.61
2022,4,5,Casual Member,481,386213,802.94
2022,4,6,Annual Member,1892,1102986,582.97
2022,4,6,Casual Member,1259,993413,789.05
2022,4,7,Annual Member,4204,2633811,626.50
2022,4,7,Casual Member,2736,2351423,859.44
2022,4,8,Annual Member,7108,4868859,684.98
2022,4,8,Casual Member,5177,4265540,823.94
2022,4,9,Annual Member,5748,3594845,625.41
2022,4,9,Casual Member,4314,3997262,926.58
2022,4,10,Annual Member,4910,3147000,640.94
2022,4,10,Casual Member,4403,4669857,1060.61
2022,4,11,Annual Member,5789,4054391,700.36
2022,4,11,Casual Member,5794,6451717,1113.52
2022,4,12,Annual Member,6975,4460947,639.56
2022,4,12,Casual Member,7480,9813021,1311.90
2022,4,13,Annual Member,7169,4798088,669.28
2022,4,13,Casual Member,8636,10129820,1172.98
2022,4,14,Annual Member,6976,4794790,687.33
2022,4,14,Casual Member,9175,11381669,1240.51
2022,4,15,Annual Member,8155,5563299,682.19
2022,4,15,Casual Member,9985,12320904,1233.94
2022,4,16,Annual Member,9564,6494545,679.06
2022,4,16,Casual Member,11425,14955228,1308.99
2022,4,17,Annual Member,11583,8042470,694.33
2022,4,17,Casual Member,13122,16007325,1219.88
2022,4,18,Annual Member,10206,7154453,701.00
2022,4,18,Casual Member,12127,14554543,1200.18
2022,4,19,Annual Member,7905,5295591,669.90
2022,4,19,Casual Member,9975,11522420,1155.13
2022,4,20,Annual Member,5243,3361527,641.15
2022,4,20,Casual Member,6606,7420510,1123.30
2022,4,21,Annual Member,3734,2384699,638.64
2022,4,21,Casual Member,4775,5128312,1073.99
2022,4,22,Annual Member,3060,2075962,678.42
2022,4,22,Casual Member,3540,4674007,1320.34
2022,4,23,Annual Member,2332,1436192,615.86
2022,4,23,Casual Member,2670,3500226,1310.95
2022,5,0,Annual Member,2129,1411978,663.21
2022,5,0,Casual Member,5235,6074078,1160.28
2022,5,1,Annual Member,1376,910270,661.53
2022,5,1,Casual Member,3478,4410001,1267.97
2022,5,2,Annual Member,987,751206,761.10
2022,5,2,Casual Member,2590,3084914,1191.09
2022,5,3,Annual Member,521,331704,636.67
2022,5,3,Casual Member,1327,1623486,1223.43
2022,5,4,Annual Member,442,310612,702.74
2022,5,4,Casual Member,759,915036,1205.58
2022,5,5,Annual Member,792,469159,592.37
2022,5,5,Casual Member,1168,1456028,1246.60
2022,5,6,Annual Member,2445,1488731,608.89
2022,5,6,Casual Member,3247,2592571,798.45
2022,5,7,Annual Member,5667,3851508,679.64
2022,5,7,Casual Member,6641,5893387,887.42
2022,5,8,Annual Member,9919,7284916,734.44
2022,5,8,Casual Member,13044,11695405,896.61
2022,5,9,Annual Member,7412,4993196,673.66
2022,5,9,Casual Member,10637,9799560,921.27
2022,5,10,Annual Member,6183,4268992,690.44
2022,5,10,Casual Member,10891,11606660,1065.71
2022,5,11,Annual Member,7157,4999187,698.50
2022,5,11,Casual Member,14194,16593282,1169.03
2022,5,12,Annual Member,8479,5828221,687.37
2022,5,12,Casual Member,17756,21265500,1197.65
2022,5,13,Annual Member,8561,6018013,702.96
2022,5,13,Casual Member,19433,24254228,1248.09
2022,5,14,Annual Member,8799,6612223,751.47
2022,5,14,Casual Member,21711,28459832,1310.85
2022,5,15,Annual Member,9864,7286934,738.74
2022,5,15,Casual Member,23906,31025533,1297.81
2022,5,16,Annual Member,12786,9472733,740.87
2022,5,16,Casual Member,28876,35567547,1231.73
2022,5,17,Annual Member,16366,12877948,786.87
2022,5,17,Casual Member,36196,43326351,1196.99
2022,5,18,Annual Member,14956,11184532,747.83
2022,5,18,Casual Member,34904,42702776,1223.44
2022,5,19,Annual Member,11618,8873550,763.78
2022,5,19,Casual Member,29670,35593977,1199.66
2022,5,20,Annual Member,8418,6291543,747.39
2022,5,20,Casual Member,22810,27096128,1187.91
2022,5,21,Annual Member,6310,4711908,746.74
2022,5,21,Casual Member,16060,21563871,1342.71
2022,5,22,Annual Member,4904,3565276,727.01
2022,5,22,Casual Member,11784,14219083,1206.64
2022,5,23,Annual Member,3435,2437385,709.57
2022,5,23,Casual Member,8730,10374531,1188.38
2022,6,0,Annual Member,2012,1406007,698.81
2022,6,0,Casual Member,8101,8783785,1084.28
2022,6,1,Annual Member,1257,834693,664.04
2022,6,1,Casual Member,5118,6288383,1228.68
2022,6,2,Annual Member,854,585272,685.33
2022,6,2,Casual Member,3967,5786458,1458.65
2022,6,3,Annual Member,519,361203,695.96
2022,6,3,Casual Member,2138,3577366,1673.23
2022,6,4,Annual Member,361,248895,689.46
2022,6,4,Casual Member,1170,1083364,925.95
2022,6,5,Annual Member,703,431395,613.65
2022,6,5,Casual Member,2045,2938853,1437.09
2022,6,6,Annual Member,2306,1414838,613.55
2022,6,6,Casual Member,5117,4042857,790.08
2022,6,7,Annual Member,4893,3250378,664.29
2022,6,7,Casual Member,11168,9256341,828.83
2022,6,8,Annual Member,8686,6113134,703.79
2022,6,8,Casual Member,20561,17553438,853.72
2022,6,9,Annual Member,6514,4263611,654.53
2022,6,9,Casual Member,16265,14662781,901.49
2022,6,10,Annual Member,5105,3457081,677.20
2022,6,10,Casual Member,14729,15171949,1030.07
2022,6,11,Annual Member,5724,4050798,707.69
2022,6,11,Casual Member,18876,20545638,1088.45
2022,6,12,Annual Member,6997,4771477,681.93
2022,6,12,Casual Member,23763,26065723,1096.90
2022,6,13,Annual Member,7131,4938569,692.55
2022,6,13,Casual Member,26165,29742771,1136.74
2022,6,14,Annual Member,7305,5226337,715.45
2022,6,14,Casual Member,27672,32097046,1159.91
2022,6,15,Annual Member,8247,5941581,720.45
2022,6,15,Casual Member,30090,35482872,1179.22
2022,6,16,Annual Member,10160,7304991,719.00
2022,6,16,Casual Member,35939,39940232,1111.33
2022,6,17,Annual Member,13170,10021252,760.92
2022,6,17,Casual Member,46409,50287776,1083.58
2022,6,18,Annual Member,11920,8911458,747.61
2022,6,18,Casual Member,45815,51099020,1115.33
2022,6,19,Annual Member,9428,7035055,746.19
2022,6,19,Casual Member,38392,43215922,1125.65
2022,6,20,Annual Member,7155,5262913,735.56
2022,6,20,Casual Member,30943,36174306,1169.06
2022,6,21,Annual Member,5798,4312788,743.84
2022,6,21,Casual Member,24219,27379451,1130.49
2022,6,22,Annual Member,4413,3252097,736.94
2022,6,22,Casual Member,18259,20627665,1129.73
2022,6,23,Annual Member,3352,2511310,749.20
2022,6,23,Casual Member,14227,15896089,1117.32
2022,7,0,Annual Member,5327,4033421,757.17
2022,7,0,Casual Member,7112,9766798,1373.28
2022,7,1,Annual Member,3408,2876959,844.18
2022,7,1,Casual Member,4731,8274706,1749.04
2022,7,2,Annual Member,2470,1757679,711.61
2022,7,2,Casual Member,3680,5726961,1556.24
2022,7,3,Annual Member,1332,1172293,880.10
2022,7,3,Casual Member,1940,3068235,1581.56
2022,7,4,Annual Member,843,574635,681.65
2022,7,4,Casual Member,1113,1442732,1296.26
2022,7,5,Annual Member,1652,1038236,628.47
2022,7,5,Casual Member,1222,1482320,1213.03
2022,7,6,Annual Member,4970,3242868,652.49
2022,7,6,Casual Member,2895,2688009,928.50
2022,7,7,Annual Member,9750,6558657,672.68
2022,7,7,Casual Member,5755,5445219,946.17
2022,7,8,Annual Member,16896,11934265,706.34
2022,7,8,Casual Member,10522,10161497,965.74
2022,7,9,Annual Member,13842,9505590,686.72
2022,7,9,Casual Member,10483,13109860,1250.58
2022,7,10,Annual Member,12050,8266612,686.03
2022,7,10,Casual Member,11906,14421765,1211.30
2022,7,11,Annual Member,13955,9719628,696.50
2022,7,11,Casual Member,15472,20290524,1311.44
2022,7,12,Annual Member,15762,10971775,696.09
2022,7,12,Casual Member,18710,24250255,1296.11
2022,7,13,Annual Member,16370,11698534,714.63
2022,7,13,Casual Member,21268,27441029,1290.25
2022,7,14,Annual Member,16287,11961095,734.40
2022,7,14,Casual Member,22859,32600617,1426.16
2022,7,15,Annual Member,18279,13600023,744.02
2022,7,15,Casual Member,25249,33958010,1344.92
2022,7,16,Annual Member,23150,17315951,747.99
2022,7,16,Casual Member,28556,38560465,1350.35
2022,7,17,Annual Member,30854,23134384,749.80
2022,7,17,Casual Member,34667,43134126,1244.24
2022,7,18,Annual Member,28319,21521674,759.97
2022,7,18,Casual Member,34423,44407898,1290.06
2022,7,19,Annual Member,23463,18245824,777.64
2022,7,19,Casual Member,30553,41582651,1361.00
2022,7,20,Annual Member,18716,14576465,778.82
2022,7,20,Casual Member,25797,33992642,1317.70
2022,7,21,Annual Member,15313,12313344,804.11
2022,7,21,Casual Member,20349,26066804,1280.99
2022,7,22,Annual Member,11389,8993435,789.66
2022,7,22,Casual Member,15486,19572235,1263.87
2022,7,23,Annual Member,8651,6647701,768.43
2022,7,23,Casual Member,11824,15601212,1319.45
2022,8,0,Annual Member,4898,3902852,796.83
2022,8,0,Casual Member,8189,11371995,1388.69
2022,8,1,Annual Member,2936,2095743,713.81
2022,8,1,Casual Member,5180,8722401,1683.86
2022,8,2,Annual Member,2111,1576030,746.58
2022,8,2,Casual Member,3884,5613542,1445.30
2022,8,3,Annual Member,1151,857500,745.00
2022,8,3,Casual Member,1949,2870731,1472.93
2022,8,4,Annual Member,875,594325,679.23
2022,8,4,Casual Member,1191,1312075,1101.66
2022,8,5,Annual Member,1671,1089380,651.93
2022,8,5,Casual Member,1537,1415032,920.65
2022,8,6,Annual Member,5153,3217083,624.31
2022,8,6,Casual Member,4215,3337250,791.76
2022,8,7,Annual Member,10173,6717974,660.37
2022,8,7,Casual Member,8403,7679486,913.90
2022,8,8,Annual Member,18192,12497120,686.96
2022,8,8,Casual Member,15280,13772677,901.35
2022,8,9,Annual Member,13794,9143893,662.89
2022,8,9,Casual Member,12856,12470965,970.05
2022,8,10,Annual Member,11057,7420793,671.14
2022,8,10,Casual Member,13817,15396333,1114.30
2022,8,11,Annual Member,12473,8596249,689.19
2022,8,11,Casual Member,17404,21445846,1232.24
2022,8,12,Annual Member,14927,10593025,709.66
2022,8,12,Casual Member,21728,26148336,1203.44
2022,8,13,Annual Member,15177,10601685,698.54
2022,8,13,Casual Member,23672,29014463,1225.69
2022,8,14,Annual Member,15218,10823420,711.22
2022,8,14,Casual Member,25931,32460828,1251.82
2022,8,15,Annual Member,16907,12278542,726.24
2022,8,15,Casual Member,27971,35413878,1266.09
2022,8,16,Annual Member,21869,15858550,725.16
2022,8,16,Casual Member,31609,38434320,1215.93
2022,8,17,Annual Member,29285,22190273,757.74
2022,8,17,Casual Member,39781,45945969,1154.97
2022,8,18,Annual Member,26434,20697090,782.97
2022,8,18,Casual Member,38384,47750609,1244.02
2022,8,19,Annual Member,20704,15995073,772.56
2022,8,19,Casual Member,33446,41888623,1252.43
2022,8,20,Annual Member,16472,13043822,791.88
2022,8,20,Casual Member,26431,34957792,1322.61
2022,8,21,Annual Member,12441,9791434,787.03
2022,8,21,Casual Member,19820,23564967,1188.95
2022,8,22,Annual Member,9919,7895095,795.96
2022,8,22,Casual Member,16529,21755465,1316.20
2022,8,23,Annual Member,7801,5940899,761.56
2022,8,23,Casual Member,13568,18117609,1335.32
2022,9,0,Annual Member,3447,2475378,718.13
2022,9,0,Casual Member,7670,10499335,1368.88
2022,9,1,Annual Member,2028,1403095,691.86
2022,9,1,Casual Member,4708,7096772,1507.39
2022,9,2,Annual Member,1442,1231081,853.73
2022,9,2,Casual Member,3462,4646737,1342.21
2022,9,3,Annual Member,773,513100,663.78
2022,9,3,Casual Member,1684,1883347,1118.38
2022,9,4,Annual Member,690,445451,645.58
2022,9,4,Casual Member,1033,1308289,1266.49
2022,9,5,Annual Member,1262,795832,630.61
2022,9,5,Casual Member,1400,1493595,1066.85
2022,9,6,Annual Member,3677,2243980,610.27
2022,9,6,Casual Member,4092,3262093,797.19
2022,9,7,Annual Member,8031,5291811,658.92
2022,9,7,Casual Member,8917,7700092,863.53
2022,9,8,Annual Member,15435,10713602,694.11
2022,9,8,Casual Member,18732,15747704,840.68
2022,9,9,Annual Member,10924,7420611,679.29
2022,9,9,Casual Member,14216,14814377,1042.09
2022,9,10,Annual Member,8658,5826618,672.98
2022,9,10,Casual Member,13398,13133258,980.24
2022,9,11,Annual Member,9828,6680638,679.76
2022,9,11,Casual Member,17340,18438529,1063.35
2022,9,12,Annual Member,11327,7707467,680.45
2022,9,12,Casual Member,20955,21934473,1046.74
2022,9,13,Annual Member,11569,8244275,712.62
2022,9,13,Casual Member,22555,27339060,1212.11
2022,9,14,Annual Member,11428,8032357,702.87
2022,9,14,Casual Member,23632,26792809,1133.75
2022,9,15,Annual Member,13008,9171100,705.04
2022,9,15,Casual Member,26917,30564815,1135.52
2022,9,16,Annual Member,16726,12107863,723.89
2022,9,16,Casual Member,30844,33813893,1096.29
2022,9,17,Annual Member,22358,16607788,742.81
2022,9,17,Casual Member,38283,44701545,1167.66
2022,9,18,Annual Member,19591,14632980,746.92
2022,9,18,Casual Member,34742,38164642,1098.52
2022,9,19,Annual Member,14870,11410299,767.34
2022,9,19,Casual Member,27644,32402590,1172.14
2022,9,20,Annual Member,10561,7898173,747.86
2022,9,20,Casual Member,19977,23926409,1197.70
2022,9,21,Annual Member,8191,6282731,767.03
2022,9,21,Casual Member,15553,17664698,1135.77
2022,9,22,Annual Member,6686,5015705,750.18
2022,9,22,Casual Member,13445,17990639,1338.09
2022,9,23,Annual Member,5706,4477750,784.74
2022,9,23,Casual Member,12717,16700058,1313.21
2022,10,0,Annual Member,2565,1626815,634.24
2022,10,0,Casual Member,5609,5340553,952.14
2022,10,1,Annual Member,1688,1302551,771.65
2022,10,1,Casual Member,3943,3605759,914.47
2022,10,2,Annual Member,1143,745982,652.65
2022,10,2,Casual Member,3082,3193485,1036.17
2022,10,3,Annual Member,714,543635,761.39
2022,10,3,Casual Member,1742,1894544,1087.57
2022,10,4,Annual Member,477,268573,563.05
2022,10,4,Casual Member,1075,1124705,1046.24
2022,10,5,Annual Member,995,545141,547.88
2022,10,5,Casual Member,1424,1140116,800.64
2022,10,6,Annual Member,2801,1515289,540.98
2022,10,6,Casual Member,3958,3083220,778.98
2022,10,7,Annual Member,5920,3771636,637.10
2022,10,7,Casual Member,8309,6364618,765.99
2022,10,8,Annual Member,11304,7640528,675.91
2022,10,8,Casual Member,17202,13203809,767.57
2022,10,9,Annual Member,8240,5231548,634.90
2022,10,9,Casual Member,13550,10755503,793.76
2022,10,10,Annual Member,6808,4257188,625.32
2022,10,10,Casual Member,12876,11063392,859.23
2022,10,11,Annual Member,7459,4783842,641.35
2022,10,11,Casual Member,15553,14294025,919.05
2022,10,12,Annual Member,8833,5745614,650.47
2022,10,12,Casual Member,19699,19329217,981.23
2022,10,13,Annual Member,9218,6150690,667.25
2022,10,13,Casual Member,20502,19746277,963.14
2022,10,14,Annual Member,9436,6348095,672.75
2022,10,14,Casual Member,22155,22512277,1016.13
2022,10,15,Annual Member,10549,7200911,682.62
2022,10,15,Casual Member,24651,25761793,1045.06
2022,10,16,Annual Member,13002,9613653,739.40
2022,10,16,Casual Member,28540,29361277,1028.78
2022,10,17,Annual Member,16673,11880473,712.56
2022,10,17,Casual Member,34101,33486606,981.98
2022,10,18,Annual Member,14583,10113727,693.53
2022,10,18,Casual Member,29574,28891295,976.92
2022,10,19,Annual Member,10300,7083985,687.77
2022,10,19,Casual Member,21117,19372783,917.40
2022,10,20,Annual Member,7545,5035298,667.37
2022,10,20,Casual Member,15400,14437629,937.51
2022,10,21,Annual Member,5833,3916052,671.36
2022,10,21,Casual Member,12563,11414885,908.61
2022,10,22,Annual Member,4735,3220609,680.17
2022,10,22,Casual Member,10306,9340050,906.27
2022,10,23,Annual Member,3607,2275051,630.73
2022,10,23,Casual Member,7857,6888625,876.75
2022,11,0,Annual Member,1339,810488,605.29
2022,11,0,Casual Member,3179,2520494,792.86
2022,11,1,Annual Member,964,572413,593.79
2022,11,1,Casual Member,2221,3349803,1508.24
2022,11,2,Annual Member,604,402635,666.61
2022,11,2,Casual Member,1648,1768217,1072.95
2022,11,3,Annual Member,316,184175,582.83
2022,11,3,Casual Member,905,983170,1086.38
2022,11,4,Annual Member,301,178200,592.03
2022,11,4,Casual Member,686,539687,786.72
2022,11,5,Annual Member,811,459882,567.06
2022,11,5,Casual Member,1148,1129559,983.94
2022,11,6,Annual Member,2132,1213703,569.28
2022,11,6,Casual Member,3086,2202011,713.55
2022,11,7,Annual Member,4405,2810237,637.97
2022,11,7,Casual Member,7026,5056879,719.74
2022,11,8,Annual Member,8201,5420785,660.99
2022,11,8,Casual Member,13552,10673815,787.62
2022,11,9,Annual Member,5873,3786065,644.66
2022,11,9,Casual Member,10400,8365782,804.40
2022,11,10,Annual Member,4515,2838267,628.63
2022,11,10,Casual Member,9121,7541391,826.82
2022,11,11,Annual Member,4823,2980001,617.87
2022,11,11,Casual Member,10646,9488615,891.28
2022,11,12,Annual Member,5502,3477290,632.00
2022,11,12,Casual Member,12288,10961644,892.06
2022,11,13,Annual Member,5593,3782790,676.34
2022,11,13,Casual Member,13174,12840233,974.66
2022,11,14,Annual Member,5430,3616728,666.06
2022,11,14,Casual Member,13237,13307984,1005.36
2022,11,15,Annual Member,6243,4181422,669.78
2022,11,15,Casual Member,14796,13518865,913.68
2022,11,16,Annual Member,8534,5854535,686.02
2022,11,16,Casual Member,17954,16755390,933.24
2022,11,17,Annual Member,10759,7562911,702.94
2022,11,17,Casual Member,21202,20583408,970.82
2022,11,18,Annual Member,8686,7362948,847.68
2022,11,18,Casual Member,17490,14895504,851.66
2022,11,19,Annual Member,6185,4209111,680.54
2022,11,19,Casual Member,12941,11316424,874.46
2022,11,20,Annual Member,4577,3126477,683.08
2022,11,20,Casual Member,9728,7911122,813.23
2022,11,21,Annual Member,3681,2385769,648.13
2022,11,21,Casual Member,8086,7069251,874.26
2022,11,22,Annual Member,2860,1910491,668.00
2022,11,22,Casual Member,6261,5319898,849.69
2022,11,23,Annual Member,2079,1337851,643.51
2022,11,23,Casual Member,4666,5612235,1202.79
2022,12,0,Annual Member,802,467135,582.46
2022,12,0,Casual Member,2008,1521198,757.57
2022,12,1,Annual Member,474,278032,586.57
2022,12,1,Casual Member,1262,1122955,889.82
2022,12,2,Annual Member,384,216543,563.91
2022,12,2,Casual Member,1043,917992,880.15
2022,12,3,Annual Member,210,118755,565.50
2022,12,3,Casual Member,576,479036,831.66
2022,12,4,Annual Member,265,131715,497.04
2022,12,4,Casual Member,487,483620,993.06
2022,12,5,Annual Member,470,276254,587.77
2022,12,5,Casual Member,659,442583,671.60
2022,12,6,Annual Member,1084,591332,545.51
2022,12,6,Casual Member,1726,1123440,650.89
2022,12,7,Annual Member,2168,1373714,633.63
2022,12,7,Casual Member,3751,2598126,692.65
2022,12,8,Annual Member,4070,2564979,630.22
2022,12,8,Casual Member,7420,5281215,711.75
2022,12,9,Annual Member,3123,1909767,611.52
2022,12,9,Casual Member,5699,4078740,715.69
2022,12,10,Annual Member,2440,1452418,595.25
2022,12,10,Casual Member,4727,3401055,719.50
2022,12,11,Annual Member,2590,1541211,595.06
2022,12,11,Casual Member,5582,4324383,774.70
2022,12,12,Annual Member,3093,1884038,609.13
2022,12,12,Casual Member,7210,5614637,778.73
2022,12,13,Annual Member,3364,2051530,609.85
2022,12,13,Casual Member,8101,6603551,815.15
2022,12,14,Annual Member,3296,2078973,630.76
2022,12,14,Casual Member,7917,7648912,966.14
2022,12,15,Annual Member,3628,2397425,660.81
2022,12,15,Casual Member,8802,7496337,851.66
2022,12,16,Annual Member,4737,3199215,675.37
2022,12,16,Casual Member,10681,9257215,866.70
2022,12,17,Annual Member,5561,3758127,675.80
2022,12,17,Casual Member,11706,9528193,813.96
2022,12,18,Annual Member,4541,3120791,687.25
2022,12,18,Casual Member,9883,9328528,943.90
2022,12,19,Annual Member,3247,2074795,638.99
2022,12,19,Casual Member,7454,6707885,899.90
2022,12,20,Annual Member,2293,1438212,627.22
2022,12,20,Casual Member,5580,4694216,841.26
2022,12,21,Annual Member,1833,1150028,627.40
2022,12,21,Casual Member,4622,3835751,829.89
2022,12,22,Annual Member,1463,915528,625.79
2022,12,22,Casual Member,3721,3005148,807.62
2022,12,23,Annual Member,1104,654335,592.69
2022,12,23,Casual Member,2941,2330361,792.37
